bank,no,komponen_otomatis,kalimat_tanya_yang_dinilai,komponen_koreksi_manual
kedkom-2018,69,Pharmacology,indikator mana yang belum terpenuhi pada siklus manajemen surveilans?,
kedkom-2018,70,Recall,apa tujuan utama kontak fisik tersebut?,
kedkom-2018,71,Recall,apa manfaat psikologis utama yang diperoleh ibu dan bayi dalam pelaksanaan program inisiasi menyusui dini (imd)?,
kedkom-2018,72,Recall,disebut apa pola pemberian asi tersebut?,
kedkom-2018,73,Recall,aspek demografi/sosial mana yang paling berpengaruh terhadap kerentanan infeksi saluran nafas pada kasus anak tersebut?,
kedkom-2018,74,Recall,dalam kategori kondisi apa ibu hamil tersebut?,
kedkom-2018,75,Recall,berapakah durasi waktu ideal pemberian asi eksklusif agar mencapai efektivitas manfaat tumbuh kembang dan imunitas anak yang paling optimal?,
kedkom-2018,76,Pharmacology,apa sistem pembayaran yang berlaku?,
kedkom-2018,77,Recall,termasuk dalam program bidang apa pemberdayaan lansia tersebut?,
kedkom-2018,78,Physiology,"berdasarkan regulasi dan perundang-undangan di indonesia, mana pernyataan yang paling tepat?",
kedkom-2018,79,Recall,mana determinan faktor individu (internal) yang mempengaruhi status kesehatan pasien tersebut?,
kedkom-2018,80,Pharmacology,apa pilihan kontrasepsi darurat yang tepat diberikan?,
kedkom-2018,81,Pharmacology,"ah diberikan saran dan reses kontrasepsi darurat, kapan pasien diminta untuk melakukan kunjungan ulang (kontrol) guna evaluasi efektivitas pencegahan kehamilan?",
kedkom-2018,82,Recall,masuk dalam kategori kepesertaan bpjs apa pegawai tersebut?,
kedkom-2018,83,Diagnostics,apa rekomendasi medis yang paling tepat?,
kedkom-2018,84,Diagnostics,diagnosis yang tepat adalah akseptor implan dengan keluhan:,
kedkom-2018,85,Pharmacology,tindakan tatalaksana yang tepat oleh bidan adalah:,
kedkom-2018,86,Recall,gejala keputihan kronis berbau disertai perdarahan pasca senggama pada wanita usia 48 tahun termasuk dalam ruang lingkup masalah kesehatan:,
kedkom-2018,87,Pharmacology,apa nasihat medis paling krusial yang diberikan agar kondisi penyakit kronisnya tetap stabil?,
kedkom-2018,88,Pharmacology,saran keselamatan dan pencegahan tromboemboli (dvt) yang tepat diberikan kepada jemaah lansia selama penerbangan jarak jauh (8 jam perjalanan pesawat) adalah:,
kedkom-2018,89,Recall,mana faktor lingkungan yang mempengaruhi pemulihan dan kualitas hidup pasien tersebut?,
kedkom-2018,90,Recall,apa nama wadah pelayanan kesehatan berbasis masyarakat (ukbm) tersebut?,
kedkom-2018,91,Recall,"skrining perkembangan anak sederhana yang mudah diterapkan oleh petugas puskesmas, guru paud, maupun orang tua adalah:",
kedkom-2018,92,Recall,"tuk mencegah dampak pencemar partikulat mikro (pm2.5) dalam rumah yang berisiko memicu pneumonia, upaya sanitasi dalam rumah yang paling tepat dilakukan adalah:",
kedkom-2018,93,Recall,apa nama konsep filosofi hukum islam tersebut?,
kedkom-2018,94,Recall,apa hukum dasar menjaga kesehatan bagi setiap muslim?,
kedkom-2018,95,Recall,kegiatan mana yang paling tepat dilakukan pada fase transisi tanggap darurat?,
kedkom-2018,96,Recall,"secara umum, dua kelompok metode utama yang digunakan dalam penentuan prioritas masalah kesehatan pada perencanaan kesehatan adalah:",
kedkom-2018,97,Recall,terletak pada goal sdgs berapakah target tersebut?,
kedkom-2018,98,Recall,langkah pencegahan (preventif) jangka panjang apa yang dapat dikembangkan oleh puskesmas?,
kedkom-2018,99,Recall,"asus kota a yang dibangun di daerah rawa dan kumuh, mana bentuk kegiatan mitigasi berbasis lingkungan yang tepat untuk mengurangi perkembangbiakan nyamuk aedes?",
kedkom-2018,100,Recall,"berdasarkan penilaian grafik antropometri bb/pb standar who, dalam kategori apa status gizi balita tersebut?",
kedkom-2019,1,Pharmacology,bagaimanakah rekomendasi skrining perkembangan anak yang dianjurkan kementerian kesehatan ri?,
kedkom-2019,2,Pharmacology,lembaga mana di bawah ini yang bukan merupakan lembaga tempat pelaksanaan rehabilitasi kenakalan/perlindungan anak dalam sistem peradilan anak?,
kedkom-2019,3,Recall,termasuk dalam kegiatan apa pemeriksaan kesehatan pada komunitas lansia tersebut?,
kedkom-2019,4,Recall,pernyataan tersebut berkaitan dengan faktor lingkungan sebagai apa dalam timbulnya penyakit?,
kedkom-2019,5,Recall,apa faktor lingkungan yang dapat mempengaruhi kesehatan wanita tersebut?,
kedkom-2019,6,Recall,mana di bawah ini yang merupakan implementasi dari pernyataan di atas?,
kedkom-2019,7,Recall,disebut apa fungsi dokter ini?,
kedkom-2019,8,Recall,tujuan sdg nomor 3 (kehidupan sehat dan sejahtera) termasuk dalam pilar apa?,
kedkom-2019,9,Pharmacology,tindakan apa yang sesuai untuk tatalaksana kasus ini?,
kedkom-2019,10,Recall,apa jenis surveilans yang dilakukan oleh kepala dinas kesehatan tersebut?,
kedkom-2019,11,Recall,upaya pemda dalam melakukan revitalisasi aliran sungai termasuk kegiatan apa?,
kedkom-2019,12,Recall,memberikan bayi asi yang disertai dengan pemberian makanan/minuman lain seperti susu formula sebelum bayi berusia 6 bulan disebut dengan pola pemberian asi apa?,
kedkom-2019,13,Recall,faktor risiko penyakit tidak menular maupun menular yang dapat diubah atau dihindari (modifiable risk factor) adalah...,
kedkom-2019,14,Pharmacology,apa pilihan kontrasepsi darurat yang tepat diberikan untuk mencegah kehamilan?,
kedkom-2019,15,Recall,"berdasarkan persentase cakupan, puskesmas mana yang memiliki kinerja vaksinasi terbaik?",
kedkom-2019,16,Recall,"nggalkan segala kegiatan yang dilarang oleh agama seperti minuman keras, mabuk, dan konsumsi zat adiktif merupakan penerapan maqashid syari ah dalam bidang apa?",
kedkom-2019,17,Recall,siapakah petugas yang bertanggung jawab mengisi formulir otopsi verbal perinatal (ovp)?,
kedkom-2019,18,Recall,skrining perkembangan anak sederhana yang umum digunakan di fasilitas pelayanan kesehatan dasar (puskesmas) atau oleh petugas lapangan menggunakan alat:,
kedkom-2019,19,Recall,berapakah nilai risiko relatif (relative risk) kejadian tetanus neonatorum pada kelompok persalinan paraji dibandingkan tenaga medis?,
kedkom-2019,20,Pharmacology,tipe rujukan apa yang dilakukan untuk penanganan pasien ini?,
kedkom-2019,21,Recall,apa kondisi utama yang dapat menyebabkan suatu masalah kesehatan dapat diangkat menjadi prioritas masalah dalam masyarakat binaan?,
kedkom-2019,22,Recall,r dari pelaksanaan imd tersebut?,
kedkom-2019,23,Recall,bagaimanakah metode pembayaran proaktif pra-upaya dari bpjs ke klinik yarsi tersebut?,
kedkom-2019,24,Recall,upaya promotif-preventif yang paling tepat dilakukan untuk menanggulangi masalah ini adalah:,
kedkom-2019,25,Pharmacology,konseling/pendekatan mana yang paling tepat dilakukan oleh petugas kesehatan setempat?,
kedkom-2019,26,Pharmacology,kegiatan menyediakan persediaan obat-obatan yang dilakukan puskesmas termasuk dalam kegiatan apa?,
kedkom-2019,27,Diagnostics,bagaimanakah urutan tahapan yang benar dalam melakukan diagnosis komunitas (community diagnosis)?,
kedkom-2019,28,Recall,disebut apa jenis rujukan tersebut?,
kedkom-2019,29,Recall,termasuk dalam jenis surveilans apa kegiatan ini?,
kedkom-2019,30,Recall,prinsip utama apa ini?,
kedkom-2019,31,Recall,data mana di bawah ini yang dikumpulkan pada tingkat/kuesioner rumah tangga?,
kedkom-2019,32,Recall,prinsip dasar utama yang harus melandasi kesepakatan kemitraan tersebut adalah:,
kedkom-2019,33,Pharmacology,"dalam teori sistem budaya dan sosial kesehatan, peran keluarga dan hubungan interpersonal ini termasuk ke dalam komponen apa?",
kedkom-2019,34,Recall,mana pernyataan yang paling tepat terkait aspek konsekuensi hukum perkawinan usia tersebut di indonesia?,
kedkom-2019,35,Recall,"jika diketahui total lahir hidup pada tahun tersebut adalah 5.000 bayi, berapakah angka kematian ibu / maternal mortality rate (mmr) per 1.000 kelahiran hidup?",
kedkom-2019,36,Recall,"sebelum memulai penelitian lingkungan di tingkat komunitas, koordinasi sosial paling awal paling tepat dilakukan kepada:",
kedkom-2019,37,Recall,strategi utama promosi kesehatan apa ini?,
kedkom-2019,38,Pharmacology,indikator manajemen surveilans mana yang belum terpenuhi?,
kedkom-2019,39,Recall,mana kegiatan yang paling tepat dilakukan pada fase transisi darurat krisis kesehatan?,
kedkom-2019,40,Recall,mana tindakan di bawah ini yang bukan merupakan upaya pencegahan penyakit tidak menular?,
kedkom-2019,41,Recall,apa dasar utama yang melatarbelakangi timbulnya perbedaan pendapat tersebut?,
kedkom-2020,1,Recall,kematian itu masuk ke data mana?,
kedkom-2020,2,Recall,"sdgs merupakan penyempurnaan mdgs, sdgs secara spesifik menyasar pada kelompok rentan, termasuk apa hal ini?",
kedkom-2020,3,Recall,"klb dbd januari - maret, 10 meninggal dari 30 yg terkena dbd, april - desember 50 orang terkena dbd case fatality ratenya berapa?",
kedkom-2020,4,Recall,apa masalah kesehatan anak tersebut?,
kedkom-2020,5,Pharmacology,rujukan apa yang dilakukan oleh klinik a ini?,
kedkom-2020,6,Recall,apa penyebab utama masalah tersebut?,
kedkom-2020,7,Pharmacology,"karena negara yang dituju sangat panas, apa saran pencegahan yang tepat diberikan?",
kedkom-2020,8,Pharmacology,apa yang dilakukan puskesmas untuk mengurangi hambatan konseling kelompok?,
kedkom-2020,9,Recall,disebut apa rujukan tersebut?,
kedkom-2020,10,Recall,kesimpulan apa yang paling tepat ditarik dari fenomena tersebut?,
kedkom-2020,11,Recall,puskesmas diatur secara resmi dalam regulasi kementerian kesehatan melalui peraturan menteri kesehatan nomor berapa?,
kedkom-2020,12,Recall,termasuk ke dalam ruang lingkup masalah kesehatan apa kondisi tersebut?,
kedkom-2020,13,Recall,berapakah insidens rate (angka kejadian) penyakit jantung di negara tersebut?,
kedkom-2020,14,Recall,siapakah narasumber utama yang paling tepat untuk diwawancarai guna pengisian formulir otopsi verbal?,
kedkom-2020,15,Recall,kondisi ini dipicu oleh apa?,
kedkom-2020,16,Recall,apa dasar alasan utama penetapan hukum tersebut?,
kedkom-2020,17,Recall,upaya apa yang paling tepat dilakukan oleh tenaga kesehatan dalam meningkatkan pencegahan?,
kedkom-2020,18,Recall,hal ini merupakan kelemahan utama dari metode pembayaran apa?,
kedkom-2020,19,Recall,hal ini lazim disebut sebagai penjagaan terhadap apa?,
kedkom-2020,20,Recall,"enurut syariat islam, pelaksanaan rukun islam seperti mendirikan shalat, menunaikan zakat, dan berpuasa merupakan bentuk pengamalan dari penjagaan terhadap apa?",
kedkom-2020,21,Recall,bagaimanakah hukum islam mengenai kewajiban menjaga kesehatan jasmani dan rohani bagi setiap muslim?,
kedkom-2020,22,Recall,mana di bawah ini yang merupakan bagian dari karakteristik dan definisi pelayanan di puskesmas?,
kedkom-2020,23,Recall,upaya pencegahan primer yang paling tepat dan mendasar untuk mencegah penularan diare adalah apa?,
kedkom-2020,24,Recall,iatan riset kesehatan masyarakat nasional yang memusatkan tujuan salah satunya pada evaluasi pencapaian target pembangunan milenium (mdg s) di indonesia adalah:,
kedkom-2020,25,Recall,kegiatan di atas mendukung pencapaian target sdgs nomor berapa?,
kedkom-2020,26,Recall,apa peran utama yang sedang dijalankan oleh dokter tersebut?,
kedkom-2020,27,Recall,"pertanyaannya, masalah gizi apa yang sampai saat ini masih menjadi beban utama di indonesia?",
kedkom-2020,28,Pharmacology,peraturan menteri kesehatan mana yang menjadi acuan hukum operasional dalam penyelenggaraan puskesmas secara nasional?,
kedkom-2020,29,Recall,metode penentuan prioritas apa yang menggunakan musyawarah kelompok ahli seperti ini?,
kedkom-2020,30,Pharmacology,fase apa dalam siklus manajemen bencana yang sedang dilalui masyarakat saat ini?,
kedkom-2020,31,Recall,kompetensi dokter mana yang sedang dijalankan oleh dokter z?,
kedkom-2020,32,Recall,"berdasarkan analisis sistem, termasuk ke dalam subsistem mana masalah tersebut?",
kedkom-2020,33,Recall,upaya kesehatan apa yang menjadi fokus utama dasar tersebut?,
kedkom-2020,34,Diagnostics,termasuk ke dalam metode apa teknik penentuan prioritas tersebut?,
kedkom-2020,35,Recall,peran apa yang sedang dijalankan oleh dokter tersebut?,
kedkom-2020,36,Recall,a atau survei nasional berbasis komunitas mana yang secara historis sering digunakan di indonesia untuk mengevaluasi indikator kesehatan dan pencapaian program?,
kedkom-2020,37,Pharmacology,siapakah pihak yang paling tepat diundang pada konseling kelompok kasus tersebut?,
kedkom-2020,38,Recall,kondisi ini memberikan dampak negatif utama terhadap aspek apa?,
kedkom-2020,39,Recall,"skrining perkembangan anak usia dini yang sederhana, cepat, dan dapat dilakukan di puskesmas, oleh orang tua, atau guru paud menggunakan instrumen apa?",
kedkom-2020,40,Recall,apa faktor sosiologis utama yang memicu hal ini?,
kedkom-2020,41,Recall,termasuk ke dalam tingkat pencegahan (level of prevention) apa tindakan dokter tersebut?,
kedkom-2020,42,Pharmacology,ulama memperbolehkan penggunaan vaksin yang mengandung unsur najis atau haram dalam proses pembuatannya apabila berada dalam kondisi apa?,
kedkom-2020,43,Pharmacology,di mana tatalaksana awal kegawatdaruratan gizi buruk dan komplikasi medis dapat dilakukan?,
kedkom-2020,44,Recall,"berdasarkan kerangka sosiologis budaya, hal tersebut masuk ke dalam aspek apa?",
kedkom-2020,45,Recall,apa tujuan utama bayi ditetapkan tengkurap di perut ibunya?,
kedkom-2020,46,Recall,kegiatan di atas mendukung pencapaian sdgs nomor berapa?,
kedkom-2020,47,Diagnostics,apa diagnosis masalah medis anak tersebut?,
kedkom-2020,48,Recall,kegiatan riset kesehatan nasional yang dilakukan untuk mengevaluasi target mdgs di bidang kesehatan secara komprehensif adalah:,
kedkom-2020,49,Recall,"dari berbagai faktor sosiologis, mana yang paling berkontribusi langsung terhadap peningkatan pernikahan dini?",
kedkom-2020,50,Recall,"berdasarkan sistem sosiologi budaya, keluarga termasuk ke dalam aspek apa?",
kedkom-2020,51,Pharmacology,di mana tatalaksana awal gizi buruk dan keterlambatan perkembangan tersebut dapat diakses secara komprehensif?,
kedkom-2020,52,Recall,r an yang menerangkan tentang kewajiban berbuat baik dan berbakti kepada kedua orang tua (salah satunya termuat dalam surah al-isra ) terdapat pada ayat berapa?,
kedkom-2020,53,Recall,pola pemberian asi apa yang dilakukan jika bayi mendapat asi diselingi susu formula?,
kedkom-2020,54,Recall,apa teknik penentuan prioritas masalah tersebut?,
kedkom-2020,55,Recall,risiko gangguan kesehatan akibat polusi udara yang tinggi bagi warga kota dapat diminimalkan jika kita melakukan upaya untuk menurunkan tingkat apa?,
kedkom-2020,56,Recall,indikator jumlah positif jentik nyamuk dalam evaluasi manajemen program termasuk ke dalam jenis indikator apa?,
kedkom-2020,57,Recall,"menurut teori blum, faktor apa yang paling dominan mempengaruhi perilaku tersebut?",
kedkom-2020,58,Recall,upaya pencegahan mana yang dilakukan oleh dokter tersebut?,
kedkom-2020,59,Recall,apa arti dari sistem pembayaran kapitasi tersebut?,
kedkom-2020,60,Recall,apa nama jenis surveilans tersebut?,
kedkom-2020,61,Recall,indikator angka bebas jentik (abj) merupakan ukuran keberhasilan apa bagi program tersebut?,
kedkom-2020,62,Pharmacology,di mana tatalaksana rujukan medis utama yang tepat bagi anak tersebut?,
kedkom-2020,63,Pharmacology,apa hambatan psikososial terbesar yang sering dialami pasien dalam konseling kelompok?,
kedkom-2020,64,Recall,termasuk ke dalam kategori syarat apa parameter tersebut?,
kedkom-2020,65,Recall,"alah kesehatan menggunakan metode bryant, indikator apa yang digunakan untuk menilai seberapa besar tingkat keparahan, kesakitan, dan kematian yang ditimbulkan?",
kedkom-2020,66,Pharmacology,kondisi ini dalam siklus manajemen bencana termasuk ke dalam fase apa?,
kedkom-2020,67,Recall,bagaimanakah hukum menjaga kesehatan dalam pandangan syariat islam secara umum bagi setiap mukallaf?,
kedkom-2020,68,Recall,hal ini lazim disebut sebagai prinsip apa?,
kedkom-2020,69,Pharmacology,konseling apa yang paling tepat disarankan untuk mengatasi masalah kepatuhan dan dukungan kelompok tersebut?,
kedkom-2020,70,Recall,"di bawah ini, mana yang tidak termasuk ke dalam karakteristik umum masalah sosial?",
kedkom-2020,71,Recall,faktor utama apa yang seringkali menjadi pemicu di balik tingginya fenomena tersebut?,
kedkom-2020,72,Recall,survei kesehatan nasional yang secara berkala mengukur berbagai indikator pembangunan kesehatan termasuk target mdgs di tingkat provinsi dan nasional adalah:,
kedkom-2020,73,Recall,apa nama metode tersebut?,
kedkom-2020,74,Pharmacology,apa hambatan psikososial utama yang sering dihadapi dalam pelaksanaan konseling tersebut?,
kedkom-2020,75,Pharmacology,mana di bawah ini yang termasuk ke dalam kelompok imunisasi dasar lengkap pada anak di indonesia sesuai program kementerian kesehatan?,
kedkom-2020,76,Recall,"soal mengenai kesehatan gizi kurang dan gizi lebih, mana pernyataan yang salah mengenai kondisi stunting pada anak?",
kedkom-2020,77,Recall,langkah apa yang sedang dilakukan petugas dalam menerapkan metode lingkaran pemecahan masalah?,
kedkom-2020,78,Recall,kesimpulan mana yang paling tepat dapat ditarik dari kondisi tersebut?,
kedkom-2020,79,Recall,"na di daerah tujuan ibadah (seperti tanah suci umroh/haji) cuaca sangat panas terik, saran pencegahan apa yang paling tepat diberikan oleh dokter kepada jemaah?",
kedkom-2020,80,Pharmacology,apa saja yang termasuk dalam kelompok imunisasi dasar wajib bagi bayi?,
kedkom-2020,81,Pharmacology,apa istilah fase manajemen yang sedang berlangsung?,
kedkom-2020,82,Pharmacology,bagaimana cara agar anak kedua tetap bisa mendapatkan hak asi secara optimal di tengah kesibukan kerja ibu?,
